#,courseNo,genEdType,isInter,isThOrInter,courseNameEn,courseNameTh,courseDescTh,courseDescEn
242,2502379,Humanities,,,APPRECIATION OF CERAMIC DESIGN,"คุณค่างานเครื่องปั้นดินเผา  ",ความหมายและประวัติความเป็นมาของเครื่องปั้นดินเผา ปัจจัยทางสังคมและวัฒนธรรมที่มีผลต่อการออกแบบเครื่องปั้นดินเผา การวิเคราะห์และประเมินคุณค่าเครื่องปั้นดินเผา,"Meaning and the historical development of ceramics; social and cultural factors influencing their design; analysis and assessment of ceramic wares."
243,2502390,Interdisciplinary,,,INTRODUCTION TO PACKAGING DESIGN,การออกแบบบรรจุภัณฑ์เบื้องต้น,ความสำคัญของการออกแบบบรรจุภัณฑ์ หลักการเบื้องต้นในการออกแบบบรรจุภัณฑ์ทั้งในด้านรูปลักษณ์และโครงสร้าง ตลอดจนปัจจัยต่าง ๆ ที่มีผลต่อการออกแบบบรรจุภัณฑ์ ตั้งแต่วัสดุ กระบวนการผลิต การตลาด และการจัดส่ง,"The importance of packaging design, basic principles of packaging design in terms of surface design and structural design, including various factors affecting packaging design: materials, process, marketing, and distribution."
244,2502393,Humanities,,,CONTEMPORALY JAPANESE DESIGN,"การออกแบบร่วมสมัยของญี่ปุ่น  ",ความเป็นมาของการออกแบบร่วมสมัยของญี่ปุ่น ลักษณะเฉพาะของกระบวนการทัศน์แบบญี่ปุ่น ความสำคัญของวิถีชีวิตต่อการออกแบบของญี่ปุ่น,"Historical development of contemporary Japanese design; characteristics of Japanese paradigm; significance of Japanese ways of life affecting Japanese design."
245,2502430,Humanities,,,DESIGN ENTREPRENEURSHIP,"การประกอบการธุรกิจออกแบบ  ",กระบวนการประกอบธุรกิจออกแบบ ปัญหา ความท้าทาย อุปสรรค และประเด็นที่ผู้ประกอบการธุรกิจออกแบบรุ่นใหม่ต้องเผชิญ วิธีการระบุและประเมินโอกาสทางธุรกิจ การพัฒนาแนวความคิดเชิงธุรกิจและแผนการตลาด การจัดสรรทรัพยากร การจัดการขยายโครงการลงทุนใหม่และกลยุทธ์เดิม กรณีศึกษาจากผู้ประกอบการด้านธุรกิจออกแบบ,"Design entrepreneurial process; problems, challenges, barriers to success, and issues faced by design entrepreneurs who start new ventures; methods of identifying and evaluating business opportunities, development of business concepts and marketing plans, allocation of resources, management of the growth of new ventures and existing strategies; case studies from design entrepreneurs. "
246,2503216,Interdisciplinary,,,AMPHAWA STUDIES,อัมพวาศึกษา,ความหมายและความสำคัญของแหล่งมรดกทางวัฒนธรรม การศึกษาพื้นที่อำเภออัมพวา จังหวัดสมุทรสงคราม และพื้นที่ใกล้เคียงในเชิงประวัติศาสตร์ ภูมิศาสตร์ ระบบนิเวศ อัตลักษณ์ ภูมิปัญญาท้องถิ่น และวิถีชีวิตของชุมชน รวมทั้งบทบาทของหน่วยงานต่าง ๆ และชุมชนในการอนุรักษ์อัมพวาให้เป็นแหล่งมรดกทางวัฒนธรรมของชาติ,"The definition and importance of valuable cultural heritage; a study of Amphawa and its vicinity, a cultural heritage site in Samut Songkhram Province, by considering history, geography, ecosystem, identity, local wisdom, and the way of living of the community; roles of agencies and communities in conservation of Amphawa as a cultural heritage site of the nation."
247,2503469,Humanities,,,URBAN LIFE,วิถีชีวิตของคนเมือง,คำจำกัดความของคนเมือง วิถีชีวิตแบบเมือง ปัจจัยที่มีอิทธิพลต่อการใช้ชีวิตแบบเมือง ความสัมพันธ์ระหว่างสภาพแวดล้อมทางธรรมชาติ สภาพแวดล้อมทางกายภาพที่มนุษย์สร้างขึ้น เศรษฐกิจและสังคมเมืองในแต่ละยุคสมัย การวิเคราะห์เพื่อคาดการณ์อนาคตของวิถีชีวิตคนเมือง,"Definition of urban dwellers; urban life; factors affecting urban living; interrelation of natural environment; man-made physical environment; economy and social of urban living in each era. Analysis for future urban life."
248,2504101,Interdisciplinary,,,LANDSCAPE ARCHITECTURAL APPRECIATION,คุณค่างานภูมิสถาปัตยกรรม,แนะนำสาขาสถาปัตยกรรม ประวัติความเป็นมาของภูมิสถาปัตยกรรม องค์ประกอบของงานภูมิสถาปัตยกรรมในระดับต่าง ๆ แนวความคิดในการออกแบบและวางผังทางด้านภูมิสถาปัตยกรรม วิเคราะห์คุณค่าของงานภูมิสถาปัตยกรรมที่มีต่อสภาพแวดล้อมทางกายภาพอันเสริมสร้างให้เกิดคุณภาพชีวิต,"Introduction to Landscape Architecture: historical background, basic compositions. Concepts in landscape designing and planning at different scales, and analysis of Landscape Architecture’s value enhancing the physical environment and quality of life."
249,2504102,Humanities,,,HEALING ART AND HEALING LANDSCAPE,ศิลปะบำบัดและภูมิทัศน์บำบัด,ความรู้เบื้องต้นเกี่ยวกับภูมิสถาปัตยกรรมเพื่อศิลปะบำบัดและภูมิทัศน์บำบัด ทักษะการวิเคราะห์และกำหนดปัญหาในบริบทของพื้นที่ศึกษา เพื่อพัฒนาแนวคิดในการออกแบบภูมิสถาปัตยกรรมเพื่อการบำบัดและการรักษา ปฏิบัติการออกแบบและการทำงานเป็นกลุ่มโดยใช้กรณีศึกษา,"Introduction to landscape architecture for healing art and healing landscape; skills in analyzing and defining problems in the context of the study areas to develop concepts in landscape architecture design for healing and therapeutic purposes; design workshop and teamwork through the use of case studies."
250,2506504,Interdisciplinary,,,TRADITIONAL TAI SETTLEMENTS AND HOUSING,ถิ่นฐานบ้านเรือนวิถีไทย,ความหมายและความสำคัญของถิ่นฐานบ้านเรือนวิถีไท เอกลักษณ์ทางประวัติ ภูมิศาสตร์ ระบบนิเวศ ภูมิปัญญาท้องถิ่น คุณค่าทางวัฒนธรรม และการเปลี่ยนแปลงถิ่นฐาน บ้านเรือน วิถีชีวิต และการอยู่อาศัยในกระแสโลกาภิวัตน์,"Definition and importance of traditional Tai settlements and housing, historical identity, geography, ecological system, traditional wisdom, cultural value, change of the settlement, housing, lifestyle and living conditions in globalization."
251,2541151,Humanities,1,,SPARK YOUR CREATIVITY,"จุดประกายความคิดสร้างสรรค์ ",ความสำคัญของกระบวนการคิดและสร้างสรรค์ พื้นอารมณ์และลักษณะการคิด คุณลักษณะของนักสร้างสรรค์ที่ดี ที่มาของความคิดสร้างสรรค์ ระดับของความคิดสร้างสรรค์ กระบวนทัศน์ใหม่ในการผสมผสานความหลากหลายของแนวคิดและกระบวนการคิดต่างสาขา กรณีศึกษาจากศาสตร์ต่าง ๆ,"The importance of thinking process and creativity; temperament and modes of thinking, characteristics of a good creative thinker; sources of creativity; different levels of creativeness; new paradigm towards the integration of various concepts and thinking process; case studies from various fields."
252,2541152,Humanities,1,,CREATIVE AND CRITICAL PROBLEM SOLVING,"การแก้ปัญหาเชิงวิพากษ์และสร้างสรรค์ ",ภาพรวมของปัญหาของมนุษยชาติตั้งแต่ปัญหาในชีวิตประจำวันถึงปัญหาระดับโลก เน้นการแก้ปัญหาในการออกแบบและการวางแผน ประเภทและธรรมชาติของปัญหา การค้นหาปัญหา การนิยามปัญหา และกระบวนการแก้ปัญหา ทัศนคติที่ดีต่อการแก้ปัญหา การประสานความคิดสร้างสรรค์และการคิดเชิงวิพากษ์ในกระบวนการแก้ปัญหา การพัฒนาทักษะการแก้ปัญหาจากการทำโครงการปฏิบัติการ และกรณีศึกษา,"Overview of human problems from daily life to world problems with emphasis on design and planning problem solvin; types and nature of problems; problem seeking, problem definitions and problem solving process; positive attitudes for problem solving; symbiosis of creative and critical thinking in problem solving; development of problem solving skills through problem-based learning projects and case studies."
253,2541154,Humanities,1,,COLOR AESTHETICS,"สุนทรียศาสตร์สี ",ระบบสี ทฤษฎีสี ความเปรียบต่างสีในเรื่องของสีสัน ค่าสี ความสว่าง ความมีด สีเย็น ความเปรียบต่างสีตรงข้าม ความเปรียบต่างซ้อนผสาน ความอิ่มตัวสี สีแทรกเสริม หลักการและองค์ประกอบของจิตวิทยาการออกแบบสี การใช้สีแบบประเพณีนิยมและแบบดิจิทัล,"Color systems; color theories; color contrasts: hue, value, light/dark, cold/warm, complementary contrast, simultaneous contrast, saturation, extension, principles and elements of color design psychology, traditional and digital color applications."
254,2541155,Humanities,1,,VISUAL CULTURE,"วัฒนธรรมการรับรู้ทางสายตา ",บทนำทฤษฎีและวิธีปฏิบัติของวัฒนธรรมการรับรู้ทางสายตา การปรับเปลี่ยนจากสังคมอุตสาหกรรมสมัยใหม่สู่สังคมอิเล็กทรอนิกส์สมัยใหม่ยุคหลัง แนวทางการสร้างสรรค์และการตีความประสบการณ์ทางภาพ รูปแบบของสถาปัตยกรรม ศิลปะภาพถ่าย ภาพยนตร์ งานโทรทัศน์ เครื่องแต่งตัว งานออกแบบเรขศิลป์ เทคโนโลยี และของใช้ในชีวิตประจำวัน ที่ถูกกำหนดโดยมโนทัศน์ ค่านิยม และความหมายที่ประกอบกันเป็นชีวิตเชิงวัฒนธรรมในสังคมเมืองร่วมสมัย,"An introduction to the theory and practice of visual culture; the transition from an industrialized modern to an electronic postmodern society; various approaches to the creation and interpretation of visual experience; the shaping of architecture, art, photography, film, television, fashion, graphic design, technology and everyday objects by the concepts, values and meanings that constitute cultural life in contemporary urban societies, and vice veras."
255,2541156,Humanities,1,,ARCHITECTURE AND ENVIRONMENT IN FILM,"สถาปัตยกรรมและสิ่งแวดล้อมในภาพยนตร์ ",รูปแบบของการนำเสนอสถาปัตยกรรมและสถาปนิกในภาพยนตร์ที่ส่งผลต่อความเข้าใจเกี่ยวกับสภาพแวดล้อมทางกายภาพของมนุษย์ ผลกระทบของอุตสาหกรรมภาพยนตร์ที่มีต่อการรับรู้สาธารณะในเรื่องที่ว่างในชุมชนเมือง ชานเมือง และในชนบท การวิเคราะห์ที่ว่างในสถาปัตยกรรมและสภาพแวดล้อมตามที่ปรากฏในภาพยนตร์,"The ways architecture and architects are treated in film and how this depictions shape human's understanding of the built environment; the effect of film industry on public's perception of urban, suburban, and rural spaces; analysis of architectural and environmental space as portrayed in films."
256,2541157,Humanities,1,,PERSPECTIVES ON EUROPEAN ARCHITECTURE,ทัศนียภาพสถาปัตยกรรมยุโรป,ทัศนียภาพเมืองสำคัญของยุโรปผ่านงานสถาปัตยกรรมชั้นครู การเยี่ยมชมอนุสาวรีย์ที่มีชื่อเสียงที่เป็นส่วนหนึ่งของมรดกวัฒนธรรมยุโรป ความเข้าใจกระบวนแบบหลักของสถาปัตยกรรมตะวันตก พรหมลิขิตที่เหลือเชื่อและโศกสลดของจักรพรรดิ เจ้าผู้ครองนคร และพระราชินี ในฐานะผู้สร้างพระราชวังและคฤหาสน์ที่น่าประทับใจ สัญลักษณ์ลึกลับอันเป็นลักษณะจำเพาะของวัฒนธรรมยุโรปและศาสนาคริสต์ ภาพรวมสถาปัตยกรรมตะวันตกโดยสังเขป,"A perspective on main cities of Europe through the architectural masterpieces; visit of famous monuments, parts of the European cultural heritage; understanding of major western architectural styles; fabulous and tragic destiny of Emperors, Princes and Queens as builders of impressive palaces and chateaux; mysterious symbols typical of European culture and Christian religion; an overview of western architecture."
257,2541158,Humanities,1,,LAND AND LANDSCAPE,"ภูมิและภูมิทัศน์ ",ภูมิและภูมิทัศน์เบื้องต้น ประวัติความเป็นมา ภูมิสันฐาน องค์ประกอบพื้นฐาน แนวคิดเกี่ยวกับการวางผังภูมิทัศน์และการออกแบบภูมิทัศน์ในขนาดต่างๆ และคุณค่าในการเสริมสร้างความเข้าใจและคุณภาพชีวิต,"Introduction to land and landscape: historical background, landforms, basic elements concepts of landscape planning and landscape design in different scales, and value in enhancing understanding and quality of life."
258,2541159,Humanities,1,,UNDERSTANDING BASIC INTERIOR ARCHITECTURAL DESIGN,"ความเข้าใจเบื้องต้นในการออกแบบสถาปัตยกรรมภายใน ",ความรู้เบื้องต้นด้านทฤษฎีการออกแบบ และปัจจัยต่างๆ ที่เกี่ยวข้องกับการออกแบบสถาปัตยกรรมภายใน โดยเฉพาะออกแบบภายในที่พักอาศัย,"Introduction to design theory and mulit-dimension aspect related to interior crchitectural design especially residential interior."
259,2541160,Social Science,1,,CREATIVITY IN URBAN LIVING,"การสร้างสรรค์ในวิถีชีวิตเมือง ",ภาพรวมของประวัติการพัฒนาของงานศิลปะและงานสร้างสรรค์ในวิถีชีวิตเมือง องค์ประกอบและรูปแบบของวิถีชีวิตเมือง ความเปลี่ยนแปลงของชีวิตประจำวันอันเนื่องมาจากเมืองสมัยใหม่ การสร้างสรรค์ในวิถีชีวิตอันเนื่องมาจากเทคโนโลยีและรูปแบบเมืองใหม่ ๆ,"Overview of the historical development of arts and creativity in urban living; elements and patterns of urban living; the changes of daily life due to modern city; creative ways of living due to new technologies and urban patterns."
260,2541162,Humanities,1,,POSTMODERN PHOTOGRAPHY,"ภาพถ่ายหลังยุคสมัยใหม่ ",การวิเคราะห์และวิจารณ์ภาพถ่ายและภาพนิ่งทั้งในด้านความเป็นบริบทและผลลัพธ์ตามลักษณะการใช้สอยในสังคมร่วมสมัย ภาพถ่ายและภาพนิ่งในลักษณะของความเป็นประวัติศาสตร์ที่ถูกใส่กรอบและความเป็นสารคดีทางสังคม การวิเคราะห์ความเป็นต้นฉบับ ความเป็นเจ้าของผลงาน และความถูกต้องของภาพ ทักษะการสร้างผลงานภาพและหลักพื้นฐานของเทคนิคการถ่ายภาพ,"Examination and criticism of photographs and still images as a context and result in a variety of usages in contemporary society; photographs and still images as framed history and social documentary; analysis of authenticity, authorship and validity of the images; images generation skills and basic principle of photography techniques. "
261,2541163,Humanities,1,,FORMAL ANALYSIS AND VISUAL PRESENTATION IN ARCHITECTURE,การวิเคราะห์อย่างเป็นทางการและการนำเสนอผลงานทางสถาปัตยกรรม,การพัฒนาทักษะในการนำเสนอผลงานโดยวิธีสังเคราะห์การออกแบบ ข้อมูลต่างๆ ได้แก่ แบบสถาปัตยกรรม แผนภูมิ งานที่ถูกสร้างจริง ภาพยนตร์ และสภาพแวดล้อมในเมือง ซึ่งนำมาใช้ในการสังเกตและวิเคราะห์ การตรวจสอบการนำเสนอผลงานในแง่ของเครื่องมือทางยุทธศาสตร์ โดยเน้นประเด็นสำคัญอันสร้างความเป็นสถาปัตยกรรม,"Developing presentation techniques as a method of design synthesis; information: architectural drawings, diagrams, built works, films, and the urban landscape used in observation and analysis; examining the presentation as strategic tool, with emphasis on important issues that define architecture."
262,2541168,Humanities,1,,DESIGN FROM ASIAN PERSPECTIVES,"การออกแบบในมุมมองของเอเชีย ",บทบาทของการออกแบบของภูมิภาคเอเชียในบริบทของชีวิตประจำวัน มุมมองเชิงวิธีวิทยาที่แตกต่างกันของประวัติศาสตร์ศิลปะเอเชีย ศิลปะการตกแต่ง การศึกษาวัฒนธรรมทางวัตถุ รูปแบบและหน้าที่ วัฒนธรรมและการศึกษา ความต้องการทางวัฒนธรรมการออกแบบและเทคโนโลยีสมัยใหม่ ความสำคัญระดับสากลของการออกแบบและวัฒนธรรมทางวัตถุของเอเชียเน้นประวัติศาสตร์และบริบทของการออกแบบในวัฒนธรรมของเอเชีย,"The role of Asian design in the context of everyday life; different methodological perspectives of Asian art history; decorative arts; cultural studies in terms of materials, forms and functions; culture and the study of the needs of design culture and modern technology; global significance of Asian design and material culture focusing on history and the context of design in Asian culture."
263,2541169,Humanities,1,,HISTORY OF ANIMATION,ประวัติศาสตร์แอนิเมชั่น,บทนำสู่ประวัติศาสตร์และพัฒนาการของแอนิเมชั่น มุมมองที่หลากหลายของแอนิเมชั่น ตั้งแต่การลำดับเวลา วิธีการและสื่อกลาง วัฒนธรรม หัวข้อ ประเภท จนถึงคนวาดภาพ ทัศนคติและอิทธิพลของเชื้อชาติ เพศ เทคโนโลยี อัตลักษณ์ด้านวัฒนธรรม และความขัดแย้งระหว่างศิลปะกับอุตสาหกรรม,"Introduction to the history and development of animation; various perspectives of animation from chronology, methods and medium, culture, subjects and genres to animations; the attitudes and influences of race, gender, technology; cultural identities, and the conflict between art and industry."
264,2541171,Humanities,1,,CREATIVE ECONOMY DESIGN,"การออกแบบเชิงเศรษฐกิจสร้างสรรค์ ",นิยามของเศรษฐกิจสร้างสรรค์ การออกแบบและพัฒนาที่มีผลกระทบต่อสังคมและเศรษฐกิจ อุตสาหกรรมสร้างสรรค์ อุตสาหกรรมวัฒนธรรมค่านิยมทางวัฒนธรรม นวัตกรรมทางวัฒนธรรม การท่องเที่ยวเชิงวัฒนธรรม การออกแบบผลิตภัณฑ์และบริการ การพัฒนาโครงงานออกแบบเชิงเศรษฐกิจสร้างสรรค์ที่มีความเป็นไปได้เชิงบริบท,"Creative economy definition; design and development that cause social and economic impact; creative industries; cultural industries; cultural values; cultural innovation; cultural tourism, product and service design; development of creative economy design projects with contextual feasibility."
265,2541176,Humanities,1,,JAPANESE DESIGN CONCEPT,"แนวคิดการออกแบบของญี่ปุ่น ",แนวคิดการออกแบบของญี่ปุ่นที่เผยให้เห็นโครงสร้างของสุนทรียศาสตร์ในผลิตภัณฑ์ของญี่ปุ่นตั้งแต่การออกแบบผลิตภัณฑ์ สถาปัตยกรรม ภูมิทัศน์ ศิลปะ หัตถกรรม เครื่องปั้นดินเผา แฟชั่น จนถึงการ์ตูนมังงะ อิทธิพลของประวัติศาสตร์ธรรมชาติ และวัฒนธรรมในงานออกแบบของญี่ปุ่น,"Japanese design concept revealing the structure of aesthetic of Japanese products form product design, architecture, landscape, art, crafts, pottery, fashion to manga; the influences of history, nature, and culture in Japanese design"
266,2542001,Humanities,1,,ART AND DESIGN FIELD TRIP,"ทัศนศึกษาศิลปะและการออกแบบ ",ทัศนศึกษาศิลปะและการออกแบบในประเทศไทย และ/หรือในต่างประเทศ รากฐาน พัฒนาการ และความสัมพันธ์ระหว่างศิลปะกับการออกแบบ ประวัติศาสตร์ และวัฒนธรรมในบริบทของท้องถิ่นที่ไปทัศนศึกษา,"Art and design fieldtrip in Thailand and/or abroad, roots, development and relationships between various strands of art and design, history and culture in the context of the place visited."
267,2542002,Humanities,1,,COMMUNITY DESIGN PROJECTS,"โครงการออกแบบเพื่อชุมชน ",โครงการออกแบบนิเทศศิลป์เพื่อชุมชน กระบวนการออกแบบที่ชุมชนมีส่วนร่วม การประสานความร่วมมือระหว่างชุมชนกับหน่วยงานภาครัฐ หน่วยงานภาคธุรกิจ และอุตสาหกรรมเอกชน รวมทั้งนิสิตในฐานะผู้ออกแบบและผู้บริหารโครงการออกแบบ,"Communication design projects for communities; design processes in which communities involve; collaboration between communities and government agencies, business sectors and industrial sectors, including students as designers and project managers."
268,2542003,Humanities,,1,DESIGN THINKING FOR INNOVATION,"การคิดทางการออกแบบเพื่อนวัตกรรม ",กรอบความคิด การทำงาน กระบวนการ และเครื่องมือต่าง ๆ ของการคิดทางการออกแบบเพื่อนวัตกรรม แนวคิดหลัก หลักการ และเครื่องมือที่ใช้ในการคิดทางการออกแบบ ในฐานะวิธีวิทยาที่เป็นระบบสำหรับการวางแผน ทั้งในบริบทของธุรกิจและไม่ใช่ธุรกิจ เครื่องมือทางการออกแบบที่ใช้จัดการปัญหาในโลกแห่งความเป็นจริง ได้แก่ การค้นพบปัญหา การกำหนดกรอบของปัญหา การแก้ปัญหา เทคนิคการสร้างความคิด และเครื่องมือสร้างสรรค์ การประยุกต์ตรรกะแบบอุปนัย นิรนัย และจาระไน จักษุวาทวิธีสำหรับการสื่อสารและพรรณนา การใช้เทคโนโลยีเพื่อการโน้มน้าว,"Organizing ideas in paragraph writing; selecting appropriate vocabulary, connectives and phrases; using thai language appropriate for writing objectives and readers' abilities."
269,2601111,Social Science,,,BUSINESS ACCOUNTING,"การบัญชีธุรกิจ  ","รูปแบบและประเภทของธุรกิจ ความหมายและประโยชน์ของการบัญชี รายงานการเงินและองค์ประกอบการวิเคราะห์รายการทางธุรกิจ กระบวนการทางบัญชีและงบการเงินของธุรกิจให้บริการ ซื้อขายสินค้า และผลิตสินค้า ภาษีธุรกิจเบื้องต้น การวิเคราะห์รายงานการเงิน การใช้ข้อมูลทางการบัญชีเพื่อการจัดการ ","Forms and types of businesses; definition of accounting and its usefulness; financial reports and their elements; analysis of business transactions; accounting processes and financial statements of servicing, merchandising, and manufacturing firms; introduction to business tax; analysis of financial reports; use of accounting information for management.  "
270,2602121,Social Science,,,INTRODUCTION TO BUSINESS,ความรู้ทั่วไปเกี่ยวกับธุรกิจ,แนวคิดพื้นฐานทางธุรกิจ ระบบธุรกิจ สิ่งแวดล้อมของธุรกิจ รูปแบบการประกอบธุรกิจ การเป็นผู้ประกอบการ หน้าที่ธุรกิจด้านการตลาด การผลิต การบัญชี การเงิน และ ทรัพยากรบุคคล การจัดการองค์กร ระบบสารสนเทศเพื่อการจัดการ ธุรกิจระหว่างประเทศ จริยธรรมธุรกิจและความรับผิดชอบต่อสังคม,"Fundamental concepts of business; business systems; business environment; forms of business; entrepreneurship; business function; marketing, production, accounting, and humanresource; organization management; management information system; international business; business ethics and social responsibility."
271,2602171,Social Science,1,,BUSINESS CONCEPTS AND ETHICS,"แนวคิดและจริยธรรมธุรกิจ ",แนวคิดธุรกิจและชนิดขององค์กรธุรกิจ ทฤษฎีจริยธรรมและบทบาทของค่านิยมในสังคม การให้ความสำคัญและการพัฒนาความรับผิดชอบในระดับบุคคล สังคม และธุรกิจ ตลอดจนพฤติกรรมด้านจริยธรรม,"Concepts of business and types of business organizations; ethical theories and the role of social values; awareness and development of personal, social, professional, and business responsibilities and ethical behaviors."
272,2602241,Social Science,,1,INTRODUCTION TO INFORMATION TECHNOLOGY AND INFORMATION SYSTEMS,"ความรู้เบื้องต้นเกี่ยวกับเทคโนโลยีและระบบสารสนเทศ ",บทบาทของเทคโนโลยีสารสนเทศในการแก้ปัญหาทางธุรกิจ แนวคิดและพื้นฐานเทคนิคของศาสตร์เทคโนโลยีสารสนเทศ การวางแผน การพัฒนาและการจัดการของระบบประยุกต์สารสนเทศโดยคอมพิวเตอร์,"Roles of information technology in solving business problems; concepts and technical background of the state-of-the-art in information technology; computer-based information system applications: their planning, development, and management issues."
273,2603244,Social Science,,,GENERAL PRINCIPLES OF INSURANCE,ความรู้ทั่วไปเกี่ยวกับการประกันภัย,การเสี่ยงภัยและการจัดการการเสี่ยงภัย การประกันภัย ชนิดของการประกันภัย หลักของสัญญาประกันภัย สถาบันประกันภัย การประกันชีวิต และการประกันวินาศภัยแบบต่างๆ,"Risk and risk management; insurance, types of insurance, principles of insurance contract, insurance institutes, different kinds of life insurance and non-life insurance."
274,2604362,Social Science,,,PERSONAL FINANCE,การเงินส่วนบุคคล,การเงินส่วนบุคคล การจัดทำงบประมาณส่วนบุคคล ภาวะเงินเฟ้อ และการออม แหล่งเงินทุนและเงินกู้สินเชื่อส่วนบุคคล การจัดการค่าใช้จ่ายหลักของบุคคล ภาษีเงินได้ การประกันชีวิต การตัดสินใจลงทุน และการเกษียณอายุพร้อมรายจ่ายในวัยชรา,"The objective of personal finance study : acquiring and conserving capital; utilization of evaluable resources : dicision making on housing ; insource program; potential investment decision; income taxes and estate planning."
275,2605311,Social Science,,,PRINCIPLE OF MARKETING,หลักการตลาด,แนวความคิดพื้นฐานและหน้าที่ทางการตลาด สภาพแวดล้อมทางการตลาด ระบบข้อมูลการตลาด พฤติกรรมผู้บริโภค การแบ่งส่วนตลาดและการเลือกตลาดเป้าหมาย การบริหารผลิตภัณฑ์ การตั้งราคา ช่องทางการจัดจำหน่ายและการกระจายสินค้า การส่งเสริมการตลาด การตลาดระหว่างประเทศและการตลาดเพื่อสังคม,"Basic concepts and functions of marketing; marketing environment conditions; marketing information system; consumer behavior; segmentation market and selection of target market; promotion; international marketing and social marketing"
276,2722178,Social Science,,,THAI CULTURE,วัฒนธรรมไทย,การศึกษาพัฒนาการของวัฒนธรรมไทย แบบแผนของวัฒนธรรมไทย ความเปลี่ยนแปลงและการผสมผสานของวัฒนธรรม การปรับปรุงวัฒนธรรมเพื่อรักษาเสถียรภาพและเอกลักษณ์ของสังคมไทย ความสัมพันธ์ระหว่างวัฒนธรรมกับสังคมไทย,"Study of development of Thai culture; pattern of Thai culture; evolution and integration of culture; cultural improvement to preserve stabillity and integrity of Thai society; relation between culture and society."
277,2722221,Social Science,,,THAI CULTURE IN GLOBALIZATION,วัฒนธรรมไทยในกระแสโลกาภิวัฒน์,ความหมาย และความสำคัญของวัฒนธรรมไทย การเปลี่ยนแปลงและการผสมผสานวัฒนธรรมไทยในบริบทสังคมไทย และสังคมโลก การดำรงอยู่ คุณค่า และการอนุรักษร์วัฒนธรรมไทยในกระแสโลกาภิวัตน์แบบวิถีไทยท่ามกลางกระแสวัฒนธรรมตะวันออก และตะวันตก,"Meaning and significance of Thai culture: change and mixture of Thai culture in Thai sacial and global context; existences, value and conservation of Thai culture in the Thai style globalization in amidst the Easten and Western cultures."
278,2722272,Humanities,,,DHAMMAVIDYA,"ธรรมวิทยา  ",พื้นฐานแนวคิดและสาระสำคัญของพระพุทธศาสนา พุทธประวัติเชิงวิเคราะห์ ธรรมสำคัญที่สอดคล้องกับชีวิตประจำวัน พิธีกรรมและประเพณีทางพระพุทธศาสนา บทบาทการส่งเสริมพระพุทธศาสนาทั้งในประเทศและต่างประเทศ,"Foundation concepts and essence of Buddhism; analytical study of Buddha’s biography; important Dhamma relevant to daily-life practices; Buddhist rites and customs; the promotion of Buddhist in Thailand and foreign countries. "
279,2722288,Humanities,,,DHAMMA AND SELF CONDUCT,"ธรรมะกับการครองตน  ",ฝึกหัดอบรมตนให้เป็นผู้มีระเบียบวินัย ถึงพร้อมด้วยศีล การเจริญสติภาวนา เพื่อพัฒนาปัญญา พร้อมทั้งมีจิตอาสา,"History and significance of the Triple Gem ; meanings and values of life according to the Buddhist Canon; Buddhist teaching for the understanding of life and for the way of life; training of morality concentration; and wisdom ; application of Buddhist teaching in solving problems and developing oneself, family and society. "
280,2736106,Humanities,,,ART APPRECIATION,"ศิลปนิยม   ",ความเข้าใจ ความหมาย คุณค่าและขอบข่ายของงานทัศนศิลป์ ทฤษฎีที่สำคัญของทัศนศิลป์เพื่อให้เกิดความซาบซึ้งในความงามของ ศิลปะสากล และศิลปะประจำชาติ,"Study meaning, value, scope and the principle theory of Visual Arts to understand and appreciate the beauty of global Art style and Thai Art."
281,2737110,Humanities,,,MUSIC APPRECIATION,"สังคีตนิยม  ",พัฒนาการดนตรีนับแต่สมัยโบราณ เสียงและลักษณะของเครื่องดนตรีชนิดต่าง ๆ ประเภท และลักษณะของดนตรีไทย และดนตรีของประเทศข้างเคียง คีตนิพนธ์ดีเด่นของนักแต่งเพลงเอก และดนตรีประจำชาติทั่วโลก,"The development of music, sound and musical instruments; the classification and nature of the music of Thailand and neighboring countries, compositions of great composers and worldwide national music."
282,2737201,Social Science,,,MUSIC FOR ESTHETIC,กิจกรรมดนตรีเพื่อสุนทรียภาพ,ดนตรีกับการพัฒนามนุษย์ หลักการปฏิบัติดนตรี ความซาบซึ้งและการแสดงออกทางดนตรี ทักษะพื้นฐานทางดนตรี,"Music and human development; principles of musical practices; music appreciation and expression; basic music skills."
283,2746104,Social Science,,,KHAM PHOR SORN,คำพ่อสอน,การศึกษาพระบรมราโชวาทและพระราชดำริของพระบาทสมเด็จพระปรมิทรมหาภูมิพลอดุลยเดชเพื่อความเข้าใจและการประยุกต์ใช้หลักการทรงงาน สู่การปฏิบัติงานพัฒนาชุมชนเพื่อให้เกิดการพัฒนาตามหลักปรัชญาของเศรษฐกิจพอเพียง,"Studies of King Bhumibol’s royal guidance and initiatives for an insight into and an application of His Majesty the King’s working principles for community development in accordance with the Philosophy of Sufficiency Economy."
